"Site","Year","Month","Temp"
"Big Muskellunge (WI)",2015,11,8.68235294117647
"Big Muskellunge (WI)",2015,12,NA
"Big Muskellunge (WI)",2016,1,NA
"Big Muskellunge (WI)",2016,2,NA
"Big Muskellunge (WI)",2016,3,2.01176470588235
"Big Muskellunge (WI)",2016,4,5.73529411764706
"Big Muskellunge (WI)",2016,5,9.25
"Big Muskellunge (WI)",2016,6,12.4323529411765
"Big Muskellunge (WI)",2016,7,14.8294117647059
"Big Muskellunge (WI)",2016,8,16.1882352941176
"Big Muskellunge (WI)",2016,9,14.9382352941176
"Big Muskellunge (WI)",2016,10,12.1441176470588
"Big Muskellunge (WI)",2016,11,9.7
"Big Muskellunge (WI)",2016,12,NA
"Big Muskellunge (WI)",2017,1,NA
"Big Muskellunge (WI)",2017,2,3.46470588235294
"Big Muskellunge (WI)",2017,3,NA
"Big Muskellunge (WI)",2017,4,6.14117647058824
"Big Muskellunge (WI)",2017,5,8.78235294117647
"Big Muskellunge (WI)",2017,6,NA
"Big Muskellunge (WI)",2017,7,NA
"Big Muskellunge (WI)",2017,8,15.4941176470588
"Big Muskellunge (WI)",2017,9,14.4411764705882
"Crystal Bog (WI)",1981,7,16.7
"Crystal Bog (WI)",1981,8,18.1
"Crystal Bog (WI)",1981,9,15.9666666666667
"Crystal Bog (WI)",1981,10,5.3
"Crystal Bog (WI)",1981,11,NA
"Crystal Bog (WI)",1981,12,NA
"Crystal Bog (WI)",1982,1,4
"Crystal Bog (WI)",1982,2,3.7
"Crystal Bog (WI)",1982,3,NA
"Crystal Bog (WI)",1982,4,3.6
"Crystal Bog (WI)",1982,5,7
"Crystal Bog (WI)",1982,6,13.15
"Crystal Bog (WI)",1982,7,16
"Crystal Bog (WI)",1982,8,17.25
"Crystal Bog (WI)",1982,9,14.5
"Crystal Bog (WI)",1982,10,10.6
"Crystal Bog (WI)",1982,11,3.5
"Crystal Bog (WI)",1982,12,4.1
"Crystal Bog (WI)",1983,1,4.2
"Crystal Bog (WI)",1983,2,4
"Crystal Bog (WI)",1983,3,3.9
"Crystal Bog (WI)",1983,4,NA
"Crystal Bog (WI)",1983,5,7.7
"Crystal Bog (WI)",1983,6,11.25
"Crystal Bog (WI)",1983,7,15.6
"Crystal Bog (WI)",1983,8,17.7
"Crystal Bog (WI)",1983,9,16.6
"Crystal Bog (WI)",1983,10,8
"Crystal Bog (WI)",1983,11,3.8
"Crystal Bog (WI)",1983,12,NA
"Crystal Bog (WI)",1984,1,4
"Crystal Bog (WI)",1984,2,3.9
"Crystal Bog (WI)",1984,3,NA
"Crystal Bog (WI)",1984,4,4.2
"Crystal Bog (WI)",1984,5,8.15
"Crystal Bog (WI)",1984,6,12.3
"Crystal Bog (WI)",1984,7,17.0666666666667
"Crystal Bog (WI)",1984,8,20.9
"Crystal Bog (WI)",1984,9,16.5
"Crystal Bog (WI)",1984,10,12.4
"Crystal Bog (WI)",1984,11,3.3
"Crystal Bog (WI)",1984,12,NA
"Crystal Bog (WI)",1985,1,3.7
"Crystal Bog (WI)",1985,2,3.7
"Crystal Bog (WI)",1985,3,3.7
"Crystal Bog (WI)",1985,4,NA
"Crystal Bog (WI)",1985,5,8.16666666666667
"Crystal Bog (WI)",1985,6,14.1
"Crystal Bog (WI)",1985,7,17.45
"Crystal Bog (WI)",1985,8,18.45
"Crystal Bog (WI)",1985,9,18.1
"Crystal Bog (WI)",1985,10,8.7
"Crystal Bog (WI)",1985,11,3.9
"Crystal Bog (WI)",1985,12,NA
"Crystal Bog (WI)",1986,1,3.9
"Crystal Bog (WI)",1986,2,3.6
"Crystal Bog (WI)",1986,3,NA
"Crystal Bog (WI)",1986,4,6.1
"Crystal Bog (WI)",1986,5,8.75
"Crystal Bog (WI)",1986,6,13.65
"Crystal Bog (WI)",1986,7,18.9666666666667
"Crystal Bog (WI)",1986,8,19.15
"Crystal Bog (WI)",1986,9,14.75
"Crystal Bog (WI)",1986,10,9.45
"Crystal Bog (WI)",1986,11,NA
"Crystal Bog (WI)",1986,12,NA
"Crystal Bog (WI)",1987,1,NA
"Crystal Bog (WI)",1987,2,3.9
"Crystal Bog (WI)",1987,3,NA
"Crystal Bog (WI)",1987,4,6.25
"Crystal Bog (WI)",1987,5,NA
"Crystal Bog (WI)",1987,6,14.75
"Crystal Bog (WI)",1987,7,NA
"Crystal Bog (WI)",1987,8,19.5
"Crystal Bog (WI)",1987,9,NA
"Crystal Bog (WI)",1987,10,7.33333333333333
"Crystal Bog (WI)",1987,11,NA
"Crystal Bog (WI)",1987,12,NA
"Crystal Bog (WI)",1988,1,NA
"Crystal Bog (WI)",1988,2,3.8
"Crystal Bog (WI)",1988,3,NA
"Crystal Bog (WI)",1988,4,5.7
"Crystal Bog (WI)",1988,5,NA
"Crystal Bog (WI)",1988,6,19.35
"Crystal Bog (WI)",1988,7,NA
"Crystal Bog (WI)",1988,8,22.05
"Crystal Bog (WI)",1988,9,NA
"Crystal Bog (WI)",1988,10,NA
"Crystal Bog (WI)",1988,11,3.9
"Crystal Bog (WI)",1988,12,NA
"Crystal Bog (WI)",1989,1,NA
"Crystal Bog (WI)",1989,2,NA
"Crystal Bog (WI)",1989,3,NA
"Crystal Bog (WI)",1989,4,NA
"Crystal Bog (WI)",1989,5,7.8
"Crystal Bog (WI)",1989,6,12.5
"Crystal Bog (WI)",1989,7,NA
"Crystal Bog (WI)",1989,8,17.95
"Crystal Bog (WI)",1989,9,NA
"Crystal Bog (WI)",1989,10,NA
"Crystal Bog (WI)",1989,11,3.7
"Crystal Bog (WI)",1989,12,NA
"Crystal Bog (WI)",1990,1,NA
"Crystal Bog (WI)",1990,2,4
"Crystal Bog (WI)",1990,3,NA
"Crystal Bog (WI)",1990,4,NA
"Crystal Bog (WI)",1990,5,9.8
"Crystal Bog (WI)",1990,6,13.95
"Crystal Bog (WI)",1990,7,NA
"Crystal Bog (WI)",1990,8,18.85
"Crystal Bog (WI)",1990,9,NA
"Crystal Bog (WI)",1990,10,NA
"Crystal Bog (WI)",1990,11,3.1
"Crystal Bog (WI)",1990,12,NA
"Crystal Bog (WI)",1991,1,NA
"Crystal Bog (WI)",1991,2,2.3
"Crystal Bog (WI)",1991,3,NA
"Crystal Bog (WI)",1991,4,NA
"Crystal Bog (WI)",1991,5,9.3
"Crystal Bog (WI)",1991,6,12.45
"Crystal Bog (WI)",1991,7,NA
"Crystal Bog (WI)",1991,8,18.95
"Crystal Bog (WI)",1991,9,NA
"Crystal Bog (WI)",1991,10,7.95
"Crystal Bog (WI)",1991,11,NA
"Crystal Bog (WI)",1991,12,NA
"Crystal Bog (WI)",1992,1,NA
"Crystal Bog (WI)",1992,2,3.8
"Crystal Bog (WI)",1992,3,NA
"Crystal Bog (WI)",1992,4,NA
"Crystal Bog (WI)",1992,5,6.5
"Crystal Bog (WI)",1992,6,12.15
"Crystal Bog (WI)",1992,7,15.0666666666667
"Crystal Bog (WI)",1992,8,NA
"Crystal Bog (WI)",1992,9,NA
"Crystal Bog (WI)",1992,10,NA
"Crystal Bog (WI)",1992,11,3.8
"Crystal Bog (WI)",1992,12,NA
"Crystal Bog (WI)",1993,1,NA
"Crystal Bog (WI)",1993,2,3.9
"Crystal Bog (WI)",1993,3,NA
"Crystal Bog (WI)",1993,4,NA
"Crystal Bog (WI)",1993,5,6.45
"Crystal Bog (WI)",1993,6,11.3
"Crystal Bog (WI)",1993,7,NA
"Crystal Bog (WI)",1993,8,18.35
"Crystal Bog (WI)",1993,9,NA
"Crystal Bog (WI)",1993,10,NA
"Crystal Bog (WI)",1993,11,4
"Crystal Bog (WI)",1993,12,NA
"Crystal Bog (WI)",1994,1,NA
"Crystal Bog (WI)",1994,2,3.5
"Crystal Bog (WI)",1994,3,NA
"Crystal Bog (WI)",1994,4,NA
"Crystal Bog (WI)",1994,5,7.65
"Crystal Bog (WI)",1994,6,15.8333333333333
"Crystal Bog (WI)",1994,7,NA
"Crystal Bog (WI)",1994,8,18.75
"Crystal Bog (WI)",1994,9,NA
"Crystal Bog (WI)",1994,10,NA
"Crystal Bog (WI)",1994,11,5.5
"Crystal Bog (WI)",1994,12,NA
"Crystal Bog (WI)",1995,1,NA
"Crystal Bog (WI)",1995,2,3.9
"Crystal Bog (WI)",1995,3,NA
"Crystal Bog (WI)",1995,4,NA
"Crystal Bog (WI)",1995,5,6.95
"Crystal Bog (WI)",1995,6,13.0666666666667
"Crystal Bog (WI)",1995,7,NA
"Crystal Bog (WI)",1995,8,20.5
"Crystal Bog (WI)",1995,9,NA
"Crystal Bog (WI)",1995,10,NA
"Crystal Bog (WI)",1995,11,3.8
"Crystal Bog (WI)",1995,12,NA
"Crystal Bog (WI)",1996,1,NA
"Crystal Bog (WI)",1996,2,3.7
"Crystal Bog (WI)",1996,3,NA
"Crystal Bog (WI)",1996,4,NA
"Crystal Bog (WI)",1996,5,6.05
"Crystal Bog (WI)",1996,6,11.85
"Crystal Bog (WI)",1996,7,NA
"Crystal Bog (WI)",1996,8,17.1
"Crystal Bog (WI)",1996,9,NA
"Crystal Bog (WI)",1996,10,NA
"Crystal Bog (WI)",1996,11,4.2
"Crystal Bog (WI)",1996,12,NA
"Crystal Bog (WI)",1997,1,NA
"Crystal Bog (WI)",1997,2,3.8
"Crystal Bog (WI)",1997,3,NA
"Crystal Bog (WI)",1997,4,NA
"Crystal Bog (WI)",1997,5,6.35
"Crystal Bog (WI)",1997,6,12.6
"Crystal Bog (WI)",1997,7,NA
"Crystal Bog (WI)",1997,8,18.05
"Crystal Bog (WI)",1997,9,NA
"Crystal Bog (WI)",1997,10,NA
"Crystal Bog (WI)",1997,11,4.6
"Crystal Bog (WI)",1997,12,NA
"Crystal Bog (WI)",1998,1,NA
"Crystal Bog (WI)",1998,2,3.9
"Crystal Bog (WI)",1998,3,NA
"Crystal Bog (WI)",1998,4,6.7
"Crystal Bog (WI)",1998,5,NA
"Crystal Bog (WI)",1998,6,15.4
"Crystal Bog (WI)",1998,7,NA
"Crystal Bog (WI)",1998,8,19.5
"Crystal Bog (WI)",1998,9,NA
"Crystal Bog (WI)",1998,10,NA
"Crystal Bog (WI)",1998,11,7.8
"Crystal Bog (WI)",1998,12,NA
"Crystal Bog (WI)",1999,1,NA
"Crystal Bog (WI)",1999,2,3.7
"Crystal Bog (WI)",1999,3,NA
"Crystal Bog (WI)",1999,4,NA
"Crystal Bog (WI)",1999,5,8.85
"Crystal Bog (WI)",1999,6,13.0333333333333
"Crystal Bog (WI)",1999,7,NA
"Crystal Bog (WI)",1999,8,19.15
"Crystal Bog (WI)",1999,9,NA
"Crystal Bog (WI)",1999,10,NA
"Crystal Bog (WI)",1999,11,4.7
"Crystal Bog (WI)",1999,12,NA
"Crystal Bog (WI)",2000,1,NA
"Crystal Bog (WI)",2000,2,4.4
"Crystal Bog (WI)",2000,3,4.1
"Crystal Bog (WI)",2000,4,NA
"Crystal Bog (WI)",2000,5,9.26666666666667
"Crystal Bog (WI)",2000,6,15.55
"Crystal Bog (WI)",2000,7,18.7
"Crystal Bog (WI)",2000,8,20.05
"Crystal Bog (WI)",2000,9,NA
"Crystal Bog (WI)",2000,10,NA
"Crystal Bog (WI)",2000,11,4.2
"Crystal Bog (WI)",2000,12,NA
"Crystal Bog (WI)",2001,1,NA
"Crystal Bog (WI)",2001,2,NA
"Crystal Bog (WI)",2001,3,3.6
"Crystal Bog (WI)",2001,4,NA
"Crystal Bog (WI)",2001,5,7.65
"Crystal Bog (WI)",2001,6,13.2666666666667
"Crystal Bog (WI)",2001,7,17.7
"Crystal Bog (WI)",2001,8,19.05
"Crystal Bog (WI)",2001,9,NA
"Crystal Bog (WI)",2001,10,NA
"Crystal Bog (WI)",2001,11,4.8
"Crystal Bog (WI)",2001,12,NA
"Crystal Bog (WI)",2002,1,NA
"Crystal Bog (WI)",2002,2,4.2
"Crystal Bog (WI)",2002,3,NA
"Crystal Bog (WI)",2002,4,4.7
"Crystal Bog (WI)",2002,5,7.2
"Crystal Bog (WI)",2002,6,11.35
"Crystal Bog (WI)",2002,7,17.2
"Crystal Bog (WI)",2002,8,19.7
"Crystal Bog (WI)",2002,9,NA
"Crystal Bog (WI)",2002,10,7.03333333333333
"Crystal Bog (WI)",2002,11,NA
"Crystal Bog (WI)",2002,12,NA
"Crystal Bog (WI)",2003,1,NA
"Crystal Bog (WI)",2003,2,3.95
"Crystal Bog (WI)",2003,3,NA
"Crystal Bog (WI)",2003,4,NA
"Crystal Bog (WI)",2003,5,7.5
"Crystal Bog (WI)",2003,6,12.45
"Crystal Bog (WI)",2003,7,15.9
"Crystal Bog (WI)",2003,8,18.3
"Crystal Bog (WI)",2003,9,15.8666666666667
"Crystal Bog (WI)",2003,10,8.3
"Crystal Bog (WI)",2003,11,4.3
"Crystal Bog (WI)",2003,12,NA
"Crystal Bog (WI)",2004,1,NA
"Crystal Bog (WI)",2004,2,3.7
"Crystal Bog (WI)",2004,3,NA
"Crystal Bog (WI)",2004,4,4.8
"Crystal Bog (WI)",2004,5,8.4
"Crystal Bog (WI)",2004,6,11.3
"Crystal Bog (WI)",2004,7,14.05
"Crystal Bog (WI)",2004,8,17
"Crystal Bog (WI)",2004,9,16.05
"Crystal Bog (WI)",2004,10,9.55
"Crystal Bog (WI)",2004,11,5
"Crystal Bog (WI)",2004,12,NA
"Crystal Bog (WI)",2005,1,NA
"Crystal Bog (WI)",2005,2,3.9
"Crystal Bog (WI)",2005,3,NA
"Crystal Bog (WI)",2005,4,5.1
"Crystal Bog (WI)",2005,5,7.15
"Crystal Bog (WI)",2005,6,13.1666666666667
"Crystal Bog (WI)",2005,7,17.55
"Crystal Bog (WI)",2005,8,19.25
"Crystal Bog (WI)",2005,9,18.45
"Crystal Bog (WI)",2005,10,12.75
"Crystal Bog (WI)",2005,11,6.5
"Crystal Bog (WI)",2005,12,NA
"Crystal Bog (WI)",2006,1,NA
"Crystal Bog (WI)",2006,2,3.8
"Crystal Bog (WI)",2006,3,NA
"Crystal Bog (WI)",2006,4,4.7
"Crystal Bog (WI)",2006,5,7.2
"Crystal Bog (WI)",2006,6,11.2
"Crystal Bog (WI)",2006,7,15.7
"Crystal Bog (WI)",2006,8,18
"Crystal Bog (WI)",2006,9,16.95
"Crystal Bog (WI)",2006,10,7.46666666666667
"Crystal Bog (WI)",2006,11,NA
"Crystal Bog (WI)",2006,12,NA
"Crystal Bog (WI)",2007,1,NA
"Crystal Bog (WI)",2007,2,3.7
"Crystal Bog (WI)",2007,3,NA
"Crystal Bog (WI)",2007,4,5.6
"Crystal Bog (WI)",2007,5,9.55
"Crystal Bog (WI)",2007,6,13.15
"Crystal Bog (WI)",2007,7,18.3
"Crystal Bog (WI)",2007,8,19.8
"Crystal Bog (WI)",2007,9,16.9
"Crystal Bog (WI)",2007,10,11.9
"Crystal Bog (WI)",2007,11,4.4
"Crystal Bog (WI)",2007,12,NA
"Crystal Bog (WI)",2008,1,NA
"Crystal Bog (WI)",2008,2,3.8
"Crystal Bog (WI)",2008,3,NA
"Crystal Bog (WI)",2008,4,NA
"Crystal Bog (WI)",2008,5,5.85
"Crystal Bog (WI)",2008,6,NA
"Crystal Bog (WI)",2008,7,16.4333333333333
"Crystal Bog (WI)",2008,8,16.6
"Crystal Bog (WI)",2008,9,16.05
"Crystal Bog (WI)",2008,10,10.2
"Crystal Bog (WI)",2008,11,6.4
"Crystal Bog (WI)",2008,12,NA
"Crystal Bog (WI)",2009,1,NA
"Crystal Bog (WI)",2009,2,3.9
"Crystal Bog (WI)",2009,3,NA
"Crystal Bog (WI)",2009,4,5.3
"Crystal Bog (WI)",2009,5,7.3
"Crystal Bog (WI)",2009,6,10.55
"Crystal Bog (WI)",2009,7,13
"Crystal Bog (WI)",2009,8,15.3
"Crystal Bog (WI)",2009,9,15.5
"Crystal Bog (WI)",2009,10,5.5
"Crystal Bog (WI)",2009,11,5
"Crystal Bog (WI)",2009,12,NA
"Crystal Bog (WI)",2010,1,NA
"Crystal Bog (WI)",2010,2,3.8
"Crystal Bog (WI)",2010,3,NA
"Crystal Bog (WI)",2010,4,6.8
"Crystal Bog (WI)",2010,5,10.2
"Crystal Bog (WI)",2010,6,13.1
"Crystal Bog (WI)",2010,7,16.95
"Crystal Bog (WI)",2010,8,18.85
"Crystal Bog (WI)",2010,9,15.3666666666667
"Crystal Bog (WI)",2010,10,NA
"Crystal Bog (WI)",2010,11,5.5
"Crystal Bog (WI)",2010,12,NA
"Crystal Bog (WI)",2011,1,NA
"Crystal Bog (WI)",2011,2,3.8
"Crystal Bog (WI)",2011,3,NA
"Crystal Bog (WI)",2011,4,NA
"Crystal Bog (WI)",2011,5,5.35
"Crystal Bog (WI)",2011,6,8.96666666666667
"Crystal Bog (WI)",2011,7,13.25
"Crystal Bog (WI)",2011,8,15.9
"Crystal Bog (WI)",2011,9,15.3
"Crystal Bog (WI)",2011,10,10.3
"Crystal Bog (WI)",2011,11,5.05
"Crystal Bog (WI)",2011,12,NA
"Crystal Bog (WI)",2012,1,NA
"Crystal Bog (WI)",2012,2,3.7
"Crystal Bog (WI)",2012,3,NA
"Crystal Bog (WI)",2012,4,5.8
"Crystal Bog (WI)",2012,5,9.13333333333333
"Crystal Bog (WI)",2012,6,14.55
"Crystal Bog (WI)",2012,7,16.05
"Crystal Bog (WI)",2012,8,18.05
"Crystal Bog (WI)",2012,9,16.3
"Crystal Bog (WI)",2012,10,8.13333333333333
"Crystal Bog (WI)",2012,11,4.3
"Crystal Bog (WI)",2012,12,NA
"Crystal Bog (WI)",2013,1,NA
"Crystal Bog (WI)",2013,2,3.8
"Crystal Bog (WI)",2013,3,NA
"Crystal Bog (WI)",2013,4,NA
"Crystal Bog (WI)",2013,5,5.4
"Crystal Bog (WI)",2013,6,9.3
"Crystal Bog (WI)",2013,7,12.9
"Crystal Bog (WI)",2013,8,14.65
"Crystal Bog (WI)",2013,9,15
"Crystal Bog (WI)",2013,10,10.2
"Crystal Bog (WI)",2013,11,3.9
"Crystal Bog (WI)",2013,12,NA
"Crystal Bog (WI)",2014,1,NA
"Crystal Bog (WI)",2014,2,3.75
"Crystal Bog (WI)",2014,3,NA
"Crystal Bog (WI)",2014,4,NA
"Crystal Bog (WI)",2014,5,5.1
"Crystal Bog (WI)",2014,6,8.9
"Crystal Bog (WI)",2014,7,12.1666666666667
"Crystal Bog (WI)",2014,8,14.3
"Crystal Bog (WI)",2014,9,14.1
"Crystal Bog (WI)",2014,10,8.75
"Crystal Bog (WI)",2014,11,5.1
"Crystal Bog (WI)",2014,12,NA
"Crystal Bog (WI)",2015,1,NA
"Crystal Bog (WI)",2015,2,NA
"Crystal Bog (WI)",2015,3,3.8
"Crystal Bog (WI)",2015,4,4.8
"Crystal Bog (WI)",2015,5,6.85
"Crystal Bog (WI)",2015,6,10.6
"Crystal Bog (WI)",2015,7,15.1
"Crystal Bog (WI)",2015,8,16.35
"Crystal Bog (WI)",2015,9,15.45
"Crystal Bog (WI)",2015,10,10.3
"Crystal Bog (WI)",2015,11,6.1
"Crystal Bog (WI)",2015,12,NA
"Crystal Bog (WI)",2016,1,NA
"Crystal Bog (WI)",2016,2,3.7
"Crystal Bog (WI)",2016,3,NA
"Crystal Bog (WI)",2016,4,4.9
"Crystal Bog (WI)",2016,5,7.35
"Crystal Bog (WI)",2016,6,11.05
"Crystal Bog (WI)",2016,7,15.25
"Crystal Bog (WI)",2016,8,16.8
"Crystal Bog (WI)",2016,9,16.1
"Crystal Bog (WI)",2016,10,10.4
"Crystal Bog (WI)",2016,11,7
"Crystal Bog (WI)",2016,12,NA
"Crystal Bog (WI)",2017,1,NA
"Crystal Bog (WI)",2017,2,3.9
"Crystal Bog (WI)",2017,3,NA
"Crystal Bog (WI)",2017,4,4.8
"Crystal Bog (WI)",2017,5,6.65
"Crystal Bog (WI)",2017,6,10.1666666666667
"Crystal Bog (WI)",2017,7,16.5
"Crystal Bog (WI)",2017,8,17.55
"Crystal Bog (WI)",2017,9,15.25
"Crystal Bog (WI)",2017,10,12.7
"Crystal Bog (WI)",2017,11,3.9
"Crystal Lake (WI)",1981,4,6.54375
"Crystal Lake (WI)",1981,5,NA
"Crystal Lake (WI)",1981,6,11.7666666666667
"Crystal Lake (WI)",1981,7,14.4758620689655
"Crystal Lake (WI)",1981,8,16.3054054054054
"Crystal Lake (WI)",1981,9,15.462962962963
"Crystal Lake (WI)",1981,10,10.8444444444444
"Crystal Lake (WI)",1981,11,NA
"Crystal Lake (WI)",1981,12,3.41666666666667
"Crystal Lake (WI)",1982,1,3.13333333333333
"Crystal Lake (WI)",1982,2,NA
"Crystal Lake (WI)",1982,3,3.39444444444444
"Crystal Lake (WI)",1982,4,3.62222222222222
"Crystal Lake (WI)",1982,5,7.14864864864865
"Crystal Lake (WI)",1982,6,10.1833333333333
"Crystal Lake (WI)",1982,7,13.4027777777778
"Crystal Lake (WI)",1982,8,14.3611111111111
"Crystal Lake (WI)",1982,9,13.6054054054054
"Crystal Lake (WI)",1982,10,11.5722222222222
"Crystal Lake (WI)",1982,11,6.8
"Crystal Lake (WI)",1982,12,3.5
"Crystal Lake (WI)",1983,1,3.51666666666667
"Crystal Lake (WI)",1983,2,3.58421052631579
"Crystal Lake (WI)",1983,3,3.80555555555556
"Crystal Lake (WI)",1983,4,NA
"Crystal Lake (WI)",1983,5,7.54166666666667
"Crystal Lake (WI)",1983,6,10.4648648648649
"Crystal Lake (WI)",1983,7,13.7837837837838
"Crystal Lake (WI)",1983,8,15.4833333333333
"Crystal Lake (WI)",1983,9,14.5583333333333
"Crystal Lake (WI)",1983,10,10.9666666666667
"Crystal Lake (WI)",1983,11,4.52222222222222
"Crystal Lake (WI)",1983,12,NA
"Crystal Lake (WI)",1984,1,2.90555555555556
"Crystal Lake (WI)",1984,2,3.32777777777778
"Crystal Lake (WI)",1984,3,NA
"Crystal Lake (WI)",1984,4,4.88918918918919
"Crystal Lake (WI)",1984,5,7.81714285714286
"Crystal Lake (WI)",1984,6,10.925
"Crystal Lake (WI)",1984,7,13.4444444444444
"Crystal Lake (WI)",1984,8,15.0722222222222
"Crystal Lake (WI)",1984,9,13.6611111111111
"Crystal Lake (WI)",1984,10,12.2611111111111
"Crystal Lake (WI)",1984,11,6.74444444444444
"Crystal Lake (WI)",1984,12,NA
"Crystal Lake (WI)",1985,1,2.94444444444444
"Crystal Lake (WI)",1985,2,3.23888888888889
"Crystal Lake (WI)",1985,3,3.53888888888889
"Crystal Lake (WI)",1985,4,NA
"Crystal Lake (WI)",1985,5,7.73888888888889
"Crystal Lake (WI)",1985,6,10.4388888888889
"Crystal Lake (WI)",1985,7,12.6944444444444
"Crystal Lake (WI)",1985,8,13.4805555555556
"Crystal Lake (WI)",1985,9,13.2611111111111
"Crystal Lake (WI)",1985,10,10.0583333333333
"Crystal Lake (WI)",1985,11,5.79444444444444
"Crystal Lake (WI)",1985,12,NA
"Crystal Lake (WI)",1986,1,3.32222222222222
"Crystal Lake (WI)",1986,2,3.41764705882353
"Crystal Lake (WI)",1986,3,NA
"Crystal Lake (WI)",1986,4,4.52777777777778
"Crystal Lake (WI)",1986,5,8.80555555555556
"Crystal Lake (WI)",1986,6,12.1138888888889
"Crystal Lake (WI)",1986,7,14.8611111111111
"Crystal Lake (WI)",1986,8,15.5944444444444
"Crystal Lake (WI)",1986,9,14.1305555555556
"Crystal Lake (WI)",1986,10,11.8694444444444
"Crystal Lake (WI)",1986,11,6.22222222222222
"Crystal Lake (WI)",1986,12,NA
"Crystal Lake (WI)",1987,1,4.05555555555556
"Crystal Lake (WI)",1987,2,4.02222222222222
"Crystal Lake (WI)",1987,3,4.35
"Crystal Lake (WI)",1987,4,6.71111111111111
"Crystal Lake (WI)",1987,5,8.91111111111111
"Crystal Lake (WI)",1987,6,12.3944444444444
"Crystal Lake (WI)",1987,7,14.8814814814815
"Crystal Lake (WI)",1987,8,15.2583333333333
"Crystal Lake (WI)",1987,9,15.4882352941176
"Crystal Lake (WI)",1987,10,11.4794117647059
"Crystal Lake (WI)",1987,11,7.12941176470588
"Crystal Lake (WI)",1987,12,NA
"Crystal Lake (WI)",1988,1,3.63529411764706
"Crystal Lake (WI)",1988,2,NA
"Crystal Lake (WI)",1988,3,3.77647058823529
"Crystal Lake (WI)",1988,4,4.65714285714286
"Crystal Lake (WI)",1988,5,8.00555555555555
"Crystal Lake (WI)",1988,6,10.8805555555556
"Crystal Lake (WI)",1988,7,12.9666666666667
"Crystal Lake (WI)",1988,8,14.3018518518519
"Crystal Lake (WI)",1988,9,12.4916666666667
"Crystal Lake (WI)",1988,10,8.20833333333333
"Crystal Lake (WI)",1988,11,4.13888888888889
"Crystal Lake (WI)",1988,12,NA
"Crystal Lake (WI)",1989,1,NA
"Crystal Lake (WI)",1989,2,NA
"Crystal Lake (WI)",1989,3,NA
"Crystal Lake (WI)",1989,4,NA
"Crystal Lake (WI)",1989,5,5.94444444444444
"Crystal Lake (WI)",1989,6,9.18333333333333
"Crystal Lake (WI)",1989,7,12.4277777777778
"Crystal Lake (WI)",1989,8,13.3222222222222
"Crystal Lake (WI)",1989,9,12.375
"Crystal Lake (WI)",1989,10,10.2944444444444
"Crystal Lake (WI)",1989,11,5.77222222222222
"Crystal Lake (WI)",1989,12,NA
"Crystal Lake (WI)",1990,1,3.94444444444444
"Crystal Lake (WI)",1990,2,4.23888888888889
"Crystal Lake (WI)",1990,3,4.36111111111111
"Crystal Lake (WI)",1990,4,NA
"Crystal Lake (WI)",1990,5,7.81296296296296
"Crystal Lake (WI)",1990,6,10.9777777777778
"Crystal Lake (WI)",1990,7,13.1416666666667
"Crystal Lake (WI)",1990,8,14.0666666666667
"Crystal Lake (WI)",1990,9,13.9611111111111
"Crystal Lake (WI)",1990,10,11.1111111111111
"Crystal Lake (WI)",1990,11,5.80833333333333
"Crystal Lake (WI)",1990,12,NA
"Crystal Lake (WI)",1991,1,2.43333333333333
"Crystal Lake (WI)",1991,2,1.92222222222222
"Crystal Lake (WI)",1991,3,3.90555555555556
"Crystal Lake (WI)",1991,4,NA
"Crystal Lake (WI)",1991,5,8.46666666666667
"Crystal Lake (WI)",1991,6,10.6722222222222
"Crystal Lake (WI)",1991,7,12.8388888888889
"Crystal Lake (WI)",1991,8,14.3481481481481
"Crystal Lake (WI)",1991,9,13.2944444444444
"Crystal Lake (WI)",1991,10,9.49166666666667
"Crystal Lake (WI)",1991,11,NA
"Crystal Lake (WI)",1991,12,NA
"Crystal Lake (WI)",1992,1,2.91111111111111
"Crystal Lake (WI)",1992,2,3.1
"Crystal Lake (WI)",1992,3,3.31111111111111
"Crystal Lake (WI)",1992,4,NA
"Crystal Lake (WI)",1992,5,6.63333333333333
"Crystal Lake (WI)",1992,6,9.97222222222222
"Crystal Lake (WI)",1992,7,12.0555555555556
"Crystal Lake (WI)",1992,8,14.3305555555556
"Crystal Lake (WI)",1992,9,13.3111111111111
"Crystal Lake (WI)",1992,10,10.7666666666667
"Crystal Lake (WI)",1992,11,5.9
"Crystal Lake (WI)",1992,12,NA
"Crystal Lake (WI)",1993,1,3.46111111111111
"Crystal Lake (WI)",1993,2,3.68333333333333
"Crystal Lake (WI)",1993,3,3.81111111111111
"Crystal Lake (WI)",1993,4,NA
"Crystal Lake (WI)",1993,5,5.86666666666667
"Crystal Lake (WI)",1993,6,9.33333333333333
"Crystal Lake (WI)",1993,7,12.3833333333333
"Crystal Lake (WI)",1993,8,13.35
"Crystal Lake (WI)",1993,9,12.85
"Crystal Lake (WI)",1993,10,9.80277777777778
"Crystal Lake (WI)",1993,11,4.99444444444444
"Crystal Lake (WI)",1993,12,NA
"Crystal Lake (WI)",1994,1,2.72222222222222
"Crystal Lake (WI)",1994,2,2.93888888888889
"Crystal Lake (WI)",1994,3,NA
"Crystal Lake (WI)",1994,4,4
